img_id_A,img_id_B
1510b,0366a
1510b,0434b
1510b,0496f
1510b,1382b
1510b,1416b
1510b,1518a
1510b,0374b
1510b,0544b
1510b,0579a
1510b,1320a
1510b,1320b
1510b,1320c
1510b,1334a
1510b,1370a
1510b,1370b
1510b,1370c
1510b,1426b
1510b,1463a
1510b,1463b
1510b,1463c
1510b,1468a
1510b,1483a
1510b,1483b
1510b,1488a
1510b,1488c
1510b,1534c
1510b,0491b
1510b,1119a
1510b,1119b
1510b,1119c
1510b,1129c
1510b,1344a
1510b,1344b
1510b,1344c
1510b,1489c
1510b,1516a
1510b,1516b
1510b,0306a
1510b,1309b
1510b,1458a
1510b,1458b
1510b,1458c
1510b,0414a
1510b,0414b
1510b,0414c
1510b,0419a
1510b,0539a
1510b,0539b
1510b,0539c
1510b,0576c
1510b,0579c
1510b,1137b
1510b,1137c
1510b,1164c
1510b,1180a
1510b,1375b
1510b,1375c
1510b,0333b
1510b,0381a
1510b,0411c
1510b,1352b
1510b,1352c
1510b,1393a
1510b,1393b
1510b,1393c
1510b,1394a
1510b,0351c
1510b,0424a
1510b,0424c
1510b,0496c
1510b,0496d
1510b,1257b
1510b,1257c
1510b,1447a
1510b,0458c
1510b,1284b
1510b,1284c
1510b,0477a
1510b,0477b
1510b,1180b
1510b,1442a
1510b,1454a
1510b,1472c
1510b,1531b
1510b,0536a
1510b,0560c
1510b,1153a
1510b,1382a
1510b,1402a
1510b,1417c
1510b,1520a
1510b,1521a
1510b,1543b
1510b,1543c
1510b,0597c
1510b,0355c
1510b,0374c
1510b,0396c
1510b,0550a
1510b,1366a
1510b,1366b
1510b,1413a
1510b,1413b
1510b,1413c
1510b,0307a
1510b,0363c
1510b,1176b
1510b,1255a
1510b,1255b
1510b,1234a
1510b,1236a
1510b,1149a
1510b,1149b
1510b,1416a
1510b,0491c
1510b,1134a
1510b,1144b
1510b,1424a
1510b,1424b
1510b,1424c
1510b,1471b
1510b,0307b
1510b,0569c
1510b,0472a
1510b,1268a
1510b,1268b
1510b,1268c
1510b,1433a
1510b,1433b
1510b,1433c
1510b,0596a
1510b,1129a
1510b,1131a
1510b,1131b
1510b,1252a
1510b,1252b
1510b,1329a
1510b,1364c
1510b,1531c
1510b,0377a
1510b,0575c
1510b,1494a
1510b,1494b
1510b,1498a
1510b,1498b
1510b,0335a
1510b,0335b
1510b,0335c
1510b,0349a
1510b,0314b
1510b,1152b
1510b,1229c
1510b,1329b
1510b,1330a
1510b,1330b
1510b,1330c
1510b,1451a
1510b,0402b
1510b,0472c
1510b,1236c
1510b,0461a
1510b,1361b
1510b,0432a
1510b,0432c
1510b,0544a
1510b,0592b
1510b,0593a
1510b,1134b
1510b,1134c
1510b,1135b
1510b,1227b
1510b,1432a
1510b,0537a
1510b,1303c
1510b,0550b
1510b,0557c
1510b,1460a
1510b,1460b
1510b,1231a
1510b,1231b
1510b,1231c
1510b,1236b
1510b,1243a
1510b,0350b
1510b,1219a
1510b,0531a
1510b,0531b
1510b,0531c
1510b,1375a
1510b,1448a
1510b,1448b
1510b,1448c
1510b,1554a
1510b,1554b
1510b,1554c
1510b,0381b
1510b,0411b
1510b,0562a
1510b,0570c
1510b,0577b
1510b,0577c
1510b,1181a
1510b,1260a
1510b,1260b
1510b,1260c
1510b,1341a
1510b,1341b
1510b,1341c
1510b,1343a
1510b,1343b
1510b,1475a
1510b,1476a
1510b,0316b
1510b,0345a
1510b,1411a
1510b,1411b
1510b,1411c
1510b,1468b
1510b,1468c
1510b,1502b
1510b,0375a
1510b,1451c
1510b,0489c
1510b,1219b
1510b,1090c
1510b,1097a
1510b,1237a
1510b,1237b
1510b,1296c
1510b,1365c
1510b,0365a
1510b,0550c
1510b,1336a
1510b,1336b
1510b,1336c
1510b,0336a
1510b,0338a
1510b,1257a
1510b,1490b
1510b,0301a
1510b,1314a
1510b,1441a
1510b,1441b
1510b,1441c
1510b,1444a
1510b,1513b
1510b,0372a
1510b,0411a
1510b,1096a
1510b,1267c
1510b,1475b
1510b,1222c
1510b,1429b
1510b,1429c
1510b,1461b
1510b,1461c
1510b,0896a
1510b,0896c
1510b,0318c
1510b,0365b
1510b,1207c
1510b,0334a
1510b,1267a
1510b,1534a
1510b,1563a
1510b,0571a
1510b,1129b
1510b,1144c
1510b,1180c
1510b,1442b
1510b,1442c
1510b,1531a
1510b,1245c
1510b,1366c
1510b,1255c
1510b,1267b
1510b,0321a
1510b,0458b
1510b,0307c
1510b,0389c
1510b,1165b
1510b,0483a
1510b,0491a
1510b,0562c
1510b,1391b
1510b,1517c
1510b,0338c
1510b,0532b
1510b,0532c
1510b,1398c
1510b,1484b
1510b,0381c
1510b,0429b
1510b,0510c
1510b,1174a
1510b,1547a
1510b,1547b
1510b,1547c
1510b,0337a
1510b,0354b
1510b,1153b
1510b,1153c
1510b,1552a
1510b,1552b
1510b,1552c
1510b,1329c
1510b,1039c
1510b,0560a
1510b,0560b
1510b,0334b
1510b,0597b
1510b,1230b
1510b,1513a
1510b,1374b
1510b,1374c
1510b,0349b
1510b,0313c
1510b,0319a
1510b,0319c
1510b,0353a
1510b,1201a
1510b,1551a
1510b,1551b
1510b,1551c
1510b,0456b
1510b,0456c
1510b,0461b
1510b,0536b
1510b,1123c
1510b,1146a
1510b,1146b
1510b,1146c
1510b,1204a
1510b,1364a
1510b,0492a
1510b,0492b
1510b,0492c
1510b,0555b
1510b,0555c
1510b,1335b
1510b,1335c
1510b,0301b
1510b,0306b
1510b,0594a
1510b,1497a
1510b,1497b
1510b,1562b
1510b,0373a
1510b,1091b
1510b,1123b
1510b,1521c
1510b,0373b
1510b,1431c
1510b,1520c
1510b,1482a
1510b,1493a
1510b,1493b
1510b,1508b
1510b,0431c
1510b,1365a
1510b,0449c
1510b,0515a
1510b,0538a
1510b,0538b
1510b,0538c
1510b,0445a
1510b,0445b
1510b,1440c
1510b,1450b
1510b,1237c
1510b,0363b
1510b,1365b
1510b,0553b
1510b,1167a
1510b,1171b
1510b,1201b
1510b,1371c
1510b,1426c
1510b,1430a
1510b,1504c
1510b,1417b
1510b,0321b
1510b,0451b
1510b,0451c
1510b,1173c
1510b,1425c
1510b,0396b
1510b,1485a
1510b,1328a
1510b,1328b
1510b,1328c
1510b,1465a
1510b,1465b
1510b,0567b
1510b,1253a
1510b,1495a
1510b,1495b
1510b,1495c
1510b,0334c
1510b,0459b
1510b,0551c
1510b,1471c
1510b,1538a
1510b,1352a
1510b,0313b
1510b,0319b
1510b,0322b
1510b,0353b
1510b,0318b
1510b,0380a
1510b,1240a
1510b,1149c
1510b,1171a
1510b,1350a
1510b,1378a
1534b,1540b
1534b,1300a
1534b,1300b
1534b,1300c
1534b,1309a
1534b,1453a
1534b,1453b
1534b,1453c
1534b,1482b
1534b,1518c
1534b,1543a
1534b,0584a
1534b,0584b
1534b,0584c
1534b,1127a
1534b,1127b
1534b,1127c
1534b,1274a
1534b,1284a
1534b,1360b
1534b,1364b
1534b,1490c
1534b,1491a
1534b,1491b
1534b,0321c
1534b,0451a
1534b,0503a
1534b,0503b
1534b,0561a
1534b,0561b
1534b,0571b
1534b,0600a
1534b,0600b
1534b,0600c
1534b,1137a
1534b,1230a
1534b,1230c
1534b,1248a
1534b,1248b
1534b,1248c
1534b,1335a
1534b,1378b
1534b,1378c
1534b,1432c
1534b,1481a
1534b,1481b
1534b,1481c
1534b,1487a
1534b,1512b
1534b,1512c
1534b,1528c
1534b,1565a
1534b,0338b
1534b,0422a
1534b,0422b
1534b,0422c
1534b,0472b
1534b,1227a
1534b,1382c
1534b,1445a
1534b,1445b
1534b,1445c
1534b,1486a
1534b,1510a
1534b,1545a
1534b,1545b
1534b,1545c
1534b,0379c
1534b,1282b
1534b,1289a
1534b,1289b
1534b,1289c
1534b,1452b
1534b,1565b
1534b,1565c
1534b,0552a
1534b,0552b
1534b,0552c
1534b,1261b
1534b,1307a
1534b,1362c
1534b,1491c
1534b,1492a
1534b,1492b
1534b,1492c
1534b,0366a
1534b,0434b
1534b,0496f
1534b,1382b
1534b,1416b
1534b,1518a
1534b,0374b
1534b,0544b
1534b,0579a
1534b,1320a
1534b,1320b
1534b,1320c
1534b,1334a
1534b,1370a
1534b,1370b
1534b,1370c
1534b,1426b
1534b,1463a
1534b,1463b
1534b,1463c
1534b,1468a
1534b,1483a
1534b,1483b
1534b,1488a
1534b,1488c
1534b,0491b
1534b,1119a
1534b,1119b
1534b,1119c
1534b,1129c
1534b,1344a
1534b,1344b
1534b,1344c
1534b,1489c
1534b,1516a
1534b,1516b
1534b,0306a
1534b,1309b
1534b,1458a
1534b,1458b
1534b,1458c
1534b,0414a
1534b,0414b
1534b,0414c
1534b,0419a
1534b,0539a
1534b,0539b
1534b,0539c
1534b,0576c
1534b,0579c
1534b,1137b
1534b,1137c
1534b,1164c
1534b,1180a
1534b,1375b
1534b,1375c
1534b,0333b
1534b,0381a
1534b,0411c
1534b,1352b
1534b,1352c
1534b,1393a
1534b,1393b
1534b,1393c
1534b,1394a
1534b,0351c
1534b,0424a
1534b,0424c
1534b,0496c
1534b,0496d
1534b,1257b
1534b,1257c
1534b,1447a
1534b,0458c
1534b,1284b
1534b,1284c
1534b,0477a
1534b,0477b
1534b,1180b
1534b,1442a
1534b,1454a
1534b,1472c
1534b,1531b
1534b,0536a
1534b,0560c
1534b,1153a
1534b,1382a
1534b,1402a
1534b,1417c
1534b,1520a
1534b,1521a
1534b,1543b
1534b,1543c
1534b,0597c
1534b,0355c
1534b,0374c
1534b,0396c
1534b,0550a
1534b,1366a
1534b,1366b
1534b,1413a
1534b,1413b
1534b,1413c
1534b,0307a
1534b,0363c
1534b,1176b
1534b,1255a
1534b,1255b
1534b,1234a
1534b,1236a
1534b,1149a
1534b,1149b
1534b,1416a
1534b,0491c
1534b,1134a
1534b,1144b
1534b,1424a
1534b,1424b
1534b,1424c
1534b,1471b
1534b,0307b
1534b,0569c
1534b,0472a
1534b,1268a
1534b,1268b
1534b,1268c
1534b,1433a
1534b,1433b
1534b,1433c
1534b,0596a
1534b,1129a
1534b,1131a
1534b,1131b
1534b,1252a
1534b,1252b
1534b,1329a
1534b,1364c
1534b,1531c
1534b,0377a
1534b,0575c
1534b,1494a
1534b,1494b
1534b,1498a
1534b,1498b
1534b,0335a
1534b,0335b
1534b,0335c
1534b,0349a
1534b,0314b
1534b,1152b
1534b,1229c
1534b,1329b
1534b,1330a
1534b,1330b
1534b,1330c
1534b,1451a
1534b,0402b
1534b,0472c
1534b,1236c
1534b,0461a
1534b,1361b
1534b,0432a
1534b,0432c
1534b,0544a
1534b,0592b
1534b,0593a
1534b,1134b
1534b,1134c
1534b,1135b
1534b,1227b
1534b,1432a
1534b,0537a
1534b,1303c
1534b,0550b
1534b,0557c
1534b,1460a
1534b,1460b
1534b,1231a
1534b,1231b
1534b,1231c
1534b,1236b
1534b,1243a
1534b,0350b
1534b,1219a
1534b,0531a
1534b,0531b
1534b,0531c
1534b,1375a
1534b,1448a
1534b,1448b
1534b,1448c
1534b,1554a
1534b,1554b
1534b,1554c
1534b,0381b
1534b,0411b
1534b,0562a
1534b,0570c
1534b,0577b
1534b,0577c
1534b,1181a
1534b,1260a
1534b,1260b
1534b,1260c
1534b,1341a
1534b,1341b
1534b,1341c
1534b,1343a
1534b,1343b
1534b,1475a
1534b,1476a
1534b,0316b
1534b,0345a
1534b,1411a
1534b,1411b
1534b,1411c
1534b,1468b
1534b,1468c
1534b,1502b
1534b,0375a
1534b,1451c
1534b,0489c
1534b,1219b
1534b,1090c
1534b,1097a
1534b,1237a
1534b,1237b
1534b,1296c
1534b,1365c
1534b,0365a
1534b,0550c
1534b,1336a
1534b,1336b
1534b,1336c
1534b,0336a
1534b,0338a
1534b,1257a
1534b,1490b
1534b,0301a
1534b,1314a
1534b,1441a
1534b,1441b
1534b,1441c
1534b,1444a
1534b,1513b
1534b,0372a
1534b,0411a
1534b,1096a
1534b,1267c
1534b,1475b
1534b,1222c
1534b,1429b
1534b,1429c
1534b,1461b
1534b,1461c
1534b,0896a
1534b,0896c
1534b,0318c
1534b,0365b
1534b,1207c
1534b,0334a
1534b,1267a
1534b,1563a
1534b,0571a
1534b,1129b
1534b,1144c
1534b,1180c
1534b,1442b
1534b,1442c
1534b,1531a
1534b,1245c
1534b,1366c
1534b,1255c
1534b,1267b
1534b,0321a
1534b,0458b
1534b,0307c
1534b,0389c
1534b,1165b
1534b,0483a
1534b,0491a
1534b,0562c
1534b,1391b
1534b,1517c
1534b,0338c
1534b,0532b
1534b,0532c
1534b,1398c
1534b,1484b
1534b,0381c
1534b,0429b
1534b,0510c
1534b,1174a
1534b,1547a
1534b,1547b
1534b,1547c
1534b,0337a
1534b,0354b
1534b,1153b
1534b,1153c
1534b,1552a
1534b,1552b
1534b,1552c
1534b,1329c
1534b,1039c
1534b,0560a
1534b,0560b
1534b,0334b
1534b,0597b
1534b,1230b
1534b,1513a
1534b,1374b
1534b,1374c
1534b,0349b
1534b,0313c
1534b,0319a
1534b,0319c
1534b,0353a
1534b,1201a
1534b,1551a
1534b,1551b
1534b,1551c
1534b,0456b
1534b,0456c
1534b,0461b
1534b,0536b
1534b,1123c
1534b,1146a
1534b,1146b
1534b,1146c
1534b,1204a
1534b,1364a
1534b,0492a
1534b,0492b
1534b,0492c
1534b,0555b
1534b,0555c
1534b,1335b
1534b,1335c
1534b,0301b
1534b,0306b
1534b,0594a
1534b,1497a
1534b,1497b
1534b,1562b
1534b,0373a
1534b,1091b
1534b,1123b
1534b,1521c
1534b,0373b
1534b,1431c
1534b,1520c
1534b,1482a
1534b,1493a
1534b,1493b
1534b,1508b
1534b,0431c
1534b,1365a
1534b,0449c
1534b,0515a
1534b,0538a
1534b,0538b
1534b,0538c
1534b,0445a
1534b,0445b
1534b,1440c
1534b,1450b
1534b,1237c
1534b,0363b
1534b,1365b
1534b,0553b
1534b,1167a
1534b,1171b
1534b,1201b
1534b,1371c
1534b,1426c
1534b,1430a
1534b,1504c
1534b,1417b
1534b,0321b
1534b,0451b
1534b,0451c
1534b,1173c
1534b,1425c
1534b,0396b
1534b,1485a
1534b,1328a
1534b,1328b
1534b,1328c
1534b,1465a
1534b,1465b
1534b,0567b
1534b,1253a
1534b,1495a
1534b,1495b
1534b,1495c
1534b,0334c
1534b,0459b
1534b,0551c
1534b,1471c
1534b,1538a
1534b,1352a
1534b,0313b
1534b,0319b
1534b,0322b
1534b,0353b
1534b,0318b
1534b,0380a
1534b,1240a
1534b,1149c
1534b,1171a
1534b,1350a
1534b,1378a
1534b,1421a
1534b,1421b
1540b,1300a
1540b,1300b
1540b,1300c
1540b,1309a
1540b,1453a
1540b,1453b
1540b,1453c
1540b,1482b
1540b,1518c
1540b,1543a
1540b,0584a
1540b,0584b
1540b,0584c
1540b,1127a
1540b,1127b
1540b,1127c
1540b,1274a
1540b,1284a
1540b,1360b
1540b,1364b
1540b,1490c
1540b,1491a
1540b,1491b
1540b,0321c
1540b,0451a
1540b,0503a
1540b,0503b
1540b,0561a
1540b,0561b
1540b,0571b
1540b,0600a
1540b,0600b
1540b,0600c
1540b,1137a
1540b,1230a
1540b,1230c
1540b,1248a
1540b,1248b
1540b,1248c
1540b,1335a
1540b,1378b
1540b,1378c
1540b,1432c
1540b,1481a
1540b,1481b
1540b,1481c
1540b,1487a
1540b,1512b
1540b,1512c
1540b,1528c
1540b,1565a
1540b,0338b
1540b,0422a
1540b,0422b
1540b,0422c
1540b,0472b
1540b,1227a
1540b,1382c
1540b,1445a
1540b,1445b
1540b,1445c
1540b,1486a
1540b,1510a
1540b,1545a
1540b,1545b
1540b,1545c
1540b,0379c
1540b,1282b
1540b,1289a
1540b,1289b
1540b,1289c
1540b,1452b
1540b,1565b
1540b,1565c
1540b,0552a
1540b,0552b
1540b,0552c
1540b,1261b
1540b,1307a
1540b,1362c
1540b,1491c
1540b,1492a
1540b,1492b
1540b,1492c
1540b,0366a
1540b,0434b
1540b,0496f
1540b,1382b
1540b,1416b
1540b,1518a
1540b,0374b
1540b,0544b
1540b,0579a
1540b,1320a
1540b,1320b
1540b,1320c
1540b,1334a
1540b,1370a
1540b,1370b
1540b,1370c
1540b,1426b
1540b,1463a
1540b,1463b
1540b,1463c
1540b,1468a
1540b,1483a
1540b,1483b
1540b,1488a
1540b,1488c
1540b,1534c
1540b,0491b
1540b,1119a
1540b,1119b
1540b,1119c
1540b,1129c
1540b,1344a
1540b,1344b
1540b,1344c
1540b,1489c
1540b,1516a
1540b,1516b
1540b,0306a
1540b,1309b
1540b,1458a
1540b,1458b
1540b,1458c
1540b,0414a
1540b,0414b
1540b,0414c
1540b,0419a
1540b,0539a
1540b,0539b
1540b,0539c
1540b,0576c
1540b,0579c
1540b,1137b
1540b,1137c
1540b,1164c
1540b,1180a
1540b,1375b
1540b,1375c
1540b,0333b
1540b,0381a
1540b,0411c
1540b,1352b
1540b,1352c
1540b,1393a
1540b,1393b
1540b,1393c
1540b,1394a
1540b,0351c
1540b,0424a
1540b,0424c
1540b,0496c
1540b,0496d
1540b,1257b
1540b,1257c
1540b,1447a
1540b,0458c
1540b,1284b
1540b,1284c
1540b,0477a
1540b,0477b
1540b,1180b
1540b,1442a
1540b,1454a
1540b,1472c
1540b,1531b
1540b,0536a
1540b,0560c
1540b,1153a
1540b,1382a
1540b,1402a
1540b,1417c
1540b,1520a
1540b,1521a
1540b,1543b
1540b,1543c
1540b,0597c
1540b,0355c
1540b,0374c
1540b,0396c
1540b,0550a
1540b,1366a
1540b,1366b
1540b,1413a
1540b,1413b
1540b,1413c
1540b,0307a
1540b,0363c
1540b,1176b
1540b,1255a
1540b,1255b
1540b,1234a
1540b,1236a
1540b,1149a
1540b,1149b
1540b,1416a
1540b,0491c
1540b,1134a
1540b,1144b
1540b,1424a
1540b,1424b
1540b,1424c
1540b,1471b
1540b,0307b
1540b,0569c
1540b,0472a
1540b,1268a
1540b,1268b
1540b,1268c
1540b,1433a
1540b,1433b
1540b,1433c
1540b,0596a
1540b,1129a
1540b,1131a
1540b,1131b
1540b,1252a
1540b,1252b
1540b,1329a
1540b,1364c
1540b,1531c
1540b,0377a
1540b,0575c
1540b,1494a
1540b,1494b
1540b,1498a
1540b,1498b
1540b,0335a
1540b,0335b
1540b,0335c
1540b,0349a
1540b,0314b
1540b,1152b
1540b,1229c
1540b,1329b
1540b,1330a
1540b,1330b
1540b,1330c
1540b,1451a
1540b,0402b
1540b,0472c
1540b,1236c
1540b,0461a
1540b,1361b
1540b,0432a
1540b,0432c
1540b,0544a
1540b,0592b
1540b,0593a
1540b,1134b
1540b,1134c
1540b,1135b
1540b,1227b
1540b,1432a
1540b,0537a
1540b,1303c
1540b,0550b
1540b,0557c
1540b,1460a
1540b,1460b
1540b,1231a
1540b,1231b
1540b,1231c
1540b,1236b
1540b,1243a
1540b,0350b
1540b,1219a
1540b,0531a
1540b,0531b
1540b,0531c
1540b,1375a
1540b,1448a
1540b,1448b
1540b,1448c
1540b,1554a
1540b,1554b
1540b,1554c
1540b,0381b
1540b,0411b
1540b,0562a
1540b,0570c
1540b,0577b
1540b,0577c
1540b,1181a
1540b,1260a
1540b,1260b
1540b,1260c
1540b,1341a
1540b,1341b
1540b,1341c
1540b,1343a
1540b,1343b
1540b,1475a
1540b,1476a
1540b,0316b
1540b,0345a
1540b,1411a
1540b,1411b
1540b,1411c
1540b,1468b
1540b,1468c
1540b,1502b
1540b,0375a
1540b,1451c
1540b,0489c
1540b,1219b
1540b,1090c
1540b,1097a
1540b,1237a
1540b,1237b
1540b,1296c
1540b,1365c
1540b,0365a
1540b,0550c
1540b,1336a
1540b,1336b
1540b,1336c
1540b,0336a
1540b,0338a
1540b,1257a
1540b,1490b
1540b,0301a
1540b,1314a
1540b,1441a
1540b,1441b
1540b,1441c
1540b,1444a
1540b,1513b
1540b,0372a
1540b,0411a
1540b,1096a
1540b,1267c
1540b,1475b
1540b,1222c
1540b,1429b
1540b,1429c
1540b,1461b
1540b,1461c
1540b,0896a
1540b,0896c
1540b,0318c
1540b,0365b
1540b,1207c
1540b,0334a
1540b,1267a
1540b,1534a
1540b,1563a
1540b,0571a
1540b,1129b
1540b,1144c
1540b,1180c
1540b,1442b
1540b,1442c
1540b,1531a
1540b,1245c
1540b,1366c
1540b,1255c
1540b,1267b
1540b,0321a
1540b,0458b
1540b,0307c
1540b,0389c
1540b,1165b
1540b,0483a
1540b,0491a
1540b,0562c
1540b,1391b
1540b,1517c
1540b,0338c
1540b,0532b
1540b,0532c
1540b,1398c
1540b,1484b
1540b,0381c
1540b,0429b
1540b,0510c
1540b,1174a
1540b,1547a
1540b,1547b
1540b,1547c
1540b,0337a
1540b,0354b
1540b,1153b
1540b,1153c
1540b,1552a
1540b,1552b
1540b,1552c
1540b,1329c
1540b,1039c
1540b,0560a
1540b,0560b
1540b,0334b
1540b,0597b
1540b,1230b
1540b,1513a
1540b,1374b
1540b,1374c
1540b,0349b
1540b,0313c
1540b,0319a
1540b,0319c
1540b,0353a
1540b,1201a
1540b,1551a
1540b,1551b
1540b,1551c
1540b,0456b
1540b,0456c
1540b,0461b
1540b,0536b
1540b,1123c
1540b,1146a
1540b,1146b
1540b,1146c
1540b,1204a
1540b,1364a
1540b,0492a
1540b,0492b
1540b,0492c
1540b,0555b
1540b,0555c
1540b,1335b
1540b,1335c
1540b,0301b
1540b,0306b
1540b,0594a
1540b,1497a
1540b,1497b
1540b,1562b
1540b,0373a
1540b,1091b
1540b,1123b
1540b,1521c
1540b,0373b
1540b,1431c
1540b,1520c
1540b,1482a
1540b,1493a
1540b,1493b
1540b,1508b
1540b,0431c
1540b,1365a
1540b,0449c
1540b,0515a
1540b,0538a
1540b,0538b
1540b,0538c
1540b,0445a
1540b,0445b
1540b,1440c
1540b,1450b
1540b,1237c
1540b,0363b
1540b,1365b
1540b,0553b
1540b,1167a
1540b,1171b
1540b,1201b
1540b,1371c
1540b,1426c
1540b,1430a
1540b,1504c
1540b,1417b
1540b,0321b
1540b,0451b
1540b,0451c
1540b,1173c
1540b,1425c
1540b,0396b
1540b,1485a
1540b,1328a
1540b,1328b
1540b,1328c
1540b,1465a
1540b,1465b
1540b,0567b
1540b,1253a
1540b,1495a
1540b,1495b
1540b,1495c
1540b,0334c
1540b,0459b
1540b,0551c
1540b,1471c
1540b,1538a
1540b,1352a
1540b,0313b
1540b,0319b
1540b,0322b
1540b,0353b
1540b,0318b
1540b,0380a
1540b,1240a
1540b,1149c
1540b,1171a
1540b,1350a
1540b,1378a
1540b,1421a
1300a,1309a
1300a,1453a
1300a,1453b
1300a,1453c
1300a,1482b
1300a,1518c
1300a,1543a
1300a,0584a
1300a,0584b
1300a,0584c
1300a,1127a
1300a,1127b
1300a,1127c
1300a,1274a
1300a,1284a
1300a,1360b
1300a,1364b
1300a,1490c
1300a,1491a
1300a,1491b
1300a,0321c
1300a,0451a
1300a,0503a
1300a,0503b
1300a,0561a
1300a,0561b
1300a,0571b
1300a,0600a
1300a,0600b
1300a,0600c
1300a,1137a
1300a,1230a
1300a,1230c
1300a,1248a
1300a,1248b
1300a,1248c
1300a,1335a
1300a,1378b
1300a,1378c
1300a,1432c
1300a,1481a
1300a,1481b
1300a,1481c
1300a,1487a
1300a,1512b
1300a,1512c
1300a,1528c
1300a,1565a
1300a,0338b
1300a,0422a
1300a,0422b
1300a,0422c
1300a,0472b
1300a,1227a
1300a,1382c
1300a,1445a
1300a,1445b
1300a,1445c
1300a,1486a
1300a,1510a
1300a,1545a
1300a,1545b
1300a,1545c
1300a,0379c
1300a,1282b
1300a,1289a
1300a,1289b
1300a,1289c
1300a,1452b
1300a,1565b
1300a,1565c
1300a,0552a
1300a,0552b
1300a,0552c
1300a,1261b
1300a,1307a
1300a,1362c
1300a,1491c
1300a,1492a
1300a,1492b
1300a,1492c
1300a,0366a
1300a,0434b
1300a,0496f
1300a,1382b
1300a,1416b
1300a,1518a
1300a,0374b
1300a,0544b
1300a,0579a
1300a,1320a
1300a,1320b
1300a,1320c
1300a,1334a
1300a,1370a
1300a,1370b
1300a,1370c
1300a,1426b
1300a,1463a
1300a,1463b
1300a,1463c
1300a,1468a
1300a,1483a
1300a,1483b
1300a,1488a
1300a,1488c
1300a,1534c
1300a,0491b
1300a,1119a
1300a,1119b
1300a,1119c
1300a,1129c
1300a,1344a
1300a,1344b
1300a,1344c
1300a,1489c
1300a,1516a
1300a,1516b
1300a,0306a
1300a,1309b
1300a,1458a
1300a,1458b
1300a,1458c
1300a,0414a
1300a,0414b
1300a,0414c
1300a,0419a
1300a,0539a
1300a,0539b
1300a,0539c
1300a,0576c
1300a,0579c
1300a,1137b
1300a,1137c
1300a,1164c
1300a,1180a
1300a,1375b
1300a,1375c
1300a,0333b
1300a,0381a
1300a,0411c
1300a,1352b
1300a,1352c
1300a,1393a
1300a,1393b
1300a,1393c
1300a,1394a
1300a,0351c
1300a,0424a
1300a,0424c
1300a,0496c
1300a,0496d
1300a,1257b
1300a,1257c
1300a,1447a
1300a,0458c
1300a,1284b
1300a,1284c
1300a,0477a
1300a,0477b
1300a,1180b
1300a,1442a
1300a,1454a
1300a,1472c
1300a,1531b
1300a,0536a
1300a,0560c
1300a,1153a
1300a,1382a
1300a,1402a
1300a,1417c
1300a,1520a
1300a,1521a
1300a,1543b
1300a,1543c
1300a,0597c
1300a,0355c
1300a,0374c
1300a,0396c
1300a,0550a
1300a,1366a
1300a,1366b
1300a,1413a
1300a,1413b
1300a,1413c
1300a,0307a
1300a,0363c
1300a,1176b
1300a,1255a
1300a,1255b
1300a,1234a
1300a,1236a
1300a,1149a
1300a,1149b
1300a,1416a
1300a,0491c
1300a,1134a
1300a,1144b
1300a,1424a
1300a,1424b
1300a,1424c
1300a,1471b
1300a,0307b
1300a,0569c
1300a,0472a
1300a,1268a
1300a,1268b
1300a,1268c
1300a,1433a
1300a,1433b
1300a,1433c
1300a,0596a
1300a,1129a
1300a,1131a
1300a,1131b
1300a,1252a
1300a,1252b
1300a,1329a
1300a,1364c
1300a,1531c
1300a,0377a
1300a,0575c
1300a,1494a
1300a,1494b
1300a,1498a
1300a,1498b
1300a,0335a
1300a,0335b
1300a,0335c
1300a,0349a
1300a,0314b
1300a,1152b
1300a,1229c
1300a,1329b
1300a,1330a
1300a,1330b
1300a,1330c
1300a,1451a
1300a,0402b
1300a,0472c
1300a,1236c
1300a,0461a
1300a,1361b
1300a,0432a
1300a,0432c
1300a,0544a
1300a,0592b
1300a,0593a
1300a,1134b
1300a,1134c
1300a,1135b
1300a,1227b
1300a,1432a
1300a,0537a
1300a,1303c
1300a,0550b
1300a,0557c
1300a,1460a
1300a,1460b
1300a,1231a
1300a,1231b
1300a,1231c
1300a,1236b
1300a,1243a
1300a,0350b
1300a,1219a
1300a,0531a
1300a,0531b
1300a,0531c
1300a,1375a
1300a,1448a
1300a,1448b
1300a,1448c
1300a,1554a
1300a,1554b
1300a,1554c
1300a,0381b
1300a,0411b
1300a,0562a
1300a,0570c
1300a,0577b
1300a,0577c
1300a,1181a
1300a,1260a
1300a,1260b
1300a,1260c
1300a,1341a
1300a,1341b
1300a,1341c
1300a,1343a
1300a,1343b
1300a,1475a
1300a,1476a
1300a,0316b
1300a,0345a
1300a,1411a
1300a,1411b
1300a,1411c
1300a,1468b
